id_transacao,id_origem,id_destino,valor,data_transacao,canal,tipo_conta_origem,tipo_conta_destino,instituicao_origem,instituicao_destino,localizacao_origem,localizacao_destino,dispositivo_origem,ip_origem,fingerprint,fraude
T000130,C00939,C00302,273.42,2025-02-15 11:03:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Fogaça de Moura,Pereira Paulista,caixa_eletronico,10.230.64.230,6911cfb5767c,0
T000131,C00434,C00696,324.64,2025-03-21 18:42:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,Porto dos Dourados,Cavalcanti das Flores,caixa_eletronico,181.216.1.254,2606441962f4,0
T000132,C00209,C01161,32.39,2025-01-07 06:52:00,TED,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Castro,Alves,mobile,247.92.216.186,fc293d15090c,0
T000133,C00584,C00758,250.18,2025-01-03 00:20:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Silveira do Amparo,Barros,caixa_eletronico,32.174.94.204,e271466ea876,0
T000134,C00779,C00457,40.82,2025-02-01 17:43:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,Nascimento,Ferreira,web,218.212.109.227,18d2759053f4,0
T000135,C00848,C00580,172.89,2025-03-10 12:29:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco C,Rocha,Rezende,mobile,255.36.164.218,68457af699c4,0
T000136,C00485,C00459,256.67,2025-02-01 02:04:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Castro dos Dourados,Souza,web,20.17.92.160,58a7df71ef67,0
T000137,C00831,C00998,45.1,2025-03-27 19:05:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Porto,Fogaça,caixa_eletronico,170.130.107.254,58b92b66cc3e,0
T000138,C00372,C01430,51.9,2025-03-03 23:27:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,da Costa,Rezende,caixa_eletronico,117.35.223.155,72b5a624dd2a,0
T000139,C00530,C00260,4.59,2025-03-06 00:59:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Araújo,Viana,caixa_eletronico,165.189.237.123,556938a6f148,0
T000140,C01121,C00030,209.35,2025-02-03 03:05:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Nascimento,Moraes de Moraes,caixa_eletronico,161.92.84.47,e1a7dea0c832,0
T000141,C00358,C01139,94.8,2025-01-15 02:39:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Duarte de Sales,Castro,mobile,144.98.183.152,50437ad651b2,0
T000142,C00181,C00122,373.21,2025-03-15 06:27:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Rocha do Amparo,Costela Alegre,web,28.59.84.97,a3351de04979,0
T000143,C00706,C01051,666.07,2025-02-21 00:26:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Farias de Goiás,Lopes da Prata,mobile,91.170.253.177,55c642e89d9b,0
T000144,C00824,C01395,332.07,2025-03-26 09:17:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco Digital X,Moreira da Mata,Vieira,web,70.207.75.7,1b918a3a12af,0
T000145,C01244,C01009,161.71,2025-01-19 21:27:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Lima,Oliveira,mobile,252.59.190.100,a96df103f6fa,0
T000146,C00007,C01026,99.57,2025-02-17 12:17:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Mendes,Caldeira,mobile,156.215.81.125,41e8f0058817,0
T000147,C00262,C00662,114.72,2025-01-22 21:33:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,Rocha da Prata,Lima,mobile,174.253.160.160,b7fea32354d2,0
T000148,C00643,C00363,757.94,2025-03-29 19:08:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Wallet Y,das Neves,Rodrigues do Sul,mobile,93.192.143.201,95b026886b6f,0
T000149,C00424,C00322,292.3,2025-01-11 17:56:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Moreira Verde,da Mata da Prata,mobile,165.45.59.57,cef0b89b40b9,0
T000150,C00828,C00355,123.39,2025-01-05 08:52:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,da Cunha da Serra,Santos Grande,caixa_eletronico,217.252.160.236,8b9cde8f6ec2,0
T000151,C01425,C01211,457.13,2025-02-17 16:05:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Vieira,Rezende do Oeste,web,102.66.120.178,79643b3dcc74,0
T000152,C00149,C00048,226.34,2025-03-23 11:03:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Lima,Sales,web,29.170.64.48,b996f9013c23,0
T000153,C01493,C00297,177.05,2025-03-04 13:38:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Wallet Y,Pinto,Monteiro do Oeste,mobile,161.251.109.214,5b5c9e013dc8,0
T000154,C00397,C00656,884.41,2025-01-14 22:03:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,Aragão,da Mata Verde,caixa_eletronico,150.95.195.49,d0fa65509b94,0
T000155,C00465,C00185,841.96,2025-02-09 12:01:00,PIX,Pessoa Física,Pessoa Jurídica,Banco B,Banco C,Fernandes da Mata,Nogueira de Vieira,mobile,21.166.28.150,db233c93d7c2,0
T000156,C00414,C00571,42.01,2025-01-05 10:51:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Moraes,da Rocha do Norte,web,129.164.69.153,b315444890d1,0
T000157,C00262,C00809,127.19,2025-03-30 08:08:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Ribeiro Paulista,Rodrigues da Praia,caixa_eletronico,98.179.24.9,b7fea32354d2,0
T000158,C01447,C01261,24.65,2025-03-11 08:10:00,DOC,Pessoa Física,Pessoa Física,Banco B,Banco B,Rezende,Moreira de Vieira,caixa_eletronico,151.231.48.179,2330c9d08806,0
T000159,C01473,C01026,216.64,2025-01-27 00:46:00,PIX,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Ribeiro dos Dourados,Oliveira,mobile,253.248.170.235,b9c8198fe306,0
T000160,C00641,C00108,389.81,2025-02-18 02:04:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Freitas do Galho,Nascimento,web,27.111.167.83,0dff49b67ddc,0
T000161,C00335,C00809,10.67,2025-03-27 02:02:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Nogueira de Moreira,Silva,web,131.121.81.114,0a54775fe793,0
T000162,C00226,C01483,269.18,2025-03-20 23:12:00,DOC,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Rodrigues Paulista,Novaes,web,185.9.189.208,da36b910b8ef,0
T000163,C00423,C00470,283.02,2025-01-19 10:57:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Aragão,Moraes Grande,mobile,183.252.3.21,156aaf14c932,0
T000164,C00805,C01246,27.61,2025-03-28 16:20:00,TED,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,da Rocha,Rodrigues,web,74.207.168.90,5771c75d28f1,0
T000165,C01296,C01101,874.35,2025-03-25 15:46:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Farias,Martins,web,85.244.47.31,f44ce2839390,0
T000166,C00815,C01136,104.63,2025-02-17 15:36:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco Digital X,Viana,da Cruz,caixa_eletronico,70.117.5.158,cd7c7f26ce7f,0
T000167,C00115,C00913,78.55,2025-02-16 11:01:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco A,Fernandes Alegre,Porto do Oeste,mobile,62.186.100.243,3ab19e703211,0
T000168,C00324,C01176,448.63,2025-02-23 09:05:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Costa,Costa,caixa_eletronico,27.216.220.246,0c630f20764f,0
T000169,C00880,C01420,189.8,2025-03-15 10:00:00,BOLETO,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,Carvalho da Mata,da Costa de Goiás,mobile,192.205.1.54,4eaace290a79,0
T000170,C00899,C00610,561.9,2025-02-14 02:49:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Vieira,Monteiro do Sul,caixa_eletronico,122.179.230.153,27dc2c873684,0
T000171,C00707,C00500,389.08,2025-02-16 07:57:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Nascimento de Farias,Jesus das Flores,mobile,90.136.135.78,c0517a47b4b7,0
T000172,C00107,C00020,244.3,2025-01-06 21:34:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,Costela,da Cunha Verde,web,131.25.114.221,817040d71c0c,0
T000173,C00605,C00809,233.37,2025-02-16 16:02:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco A,Duarte de Minas,Lima de Rodrigues,web,15.92.210.224,35b7b8ec2b6e,0
T000174,C00471,C00903,78.86,2025-03-28 05:01:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco Digital X,da Rosa,Nascimento,mobile,74.246.235.14,5daea1decb81,0
T000175,C00718,C00971,188.48,2025-01-21 17:51:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Porto da Praia,Fogaça das Pedras,mobile,195.45.103.136,3a8f04630522,0
T000176,FRAUD004,FRAUD003,853.47,2025-02-06 00:04:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Fogaça,Fogaça,mobile,192.168.1.1,f5dbbb6c5c67,1
T000177,C00214,C00151,1002.82,2025-02-01 02:41:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Wallet Y,Novaes do Campo,Melo de da Paz,mobile,96.247.15.220,76560f3751c3,0
T000178,C01377,C01225,229.08,2025-02-05 12:48:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Teixeira,Cardoso,mobile,182.100.152.37,1419aa75b9a3,0
T000179,C00202,C01156,44.14,2025-02-06 21:42:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Banco C,Moura Verde,Lopes,mobile,150.7.170.137,6db28d59ac8a,0
T000180,C01121,C00012,256.16,2025-03-25 20:16:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco A,Monteiro do Norte,Farias da Mata,caixa_eletronico,219.40.104.43,e1a7dea0c832,0
T000181,C01234,C01491,137.47,2025-01-25 05:06:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco C,Barros de Almeida,Mendes,caixa_eletronico,46.186.30.242,acf880a69ec0,0
T000182,FRAUD054,FRAUD051,1479.83,2025-02-26 14:26:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Costa do Amparo,da Costa do Amparo,web,192.168.1.11,a81bc490bab5,1
T000183,C01312,C01379,698.57,2025-03-27 20:10:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco C,Lima,da Conceição de Cavalcanti,mobile,184.238.253.185,49104346e175,0
T000184,C01084,C01245,196.73,2025-02-14 22:19:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Azevedo da Praia,Fogaça,mobile,66.58.27.18,db2fb9610430,0
T000185,C00499,C00999,260.09,2025-02-05 02:04:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Banco B,Dias,Moura de Gomes,mobile,63.183.123.187,8e0a6d53c9f9,0
T000186,C00762,C00229,311.54,2025-01-20 01:37:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Barbosa,Rodrigues de Sales,web,54.76.22.170,639093debee5,0
T000187,C01190,C00419,734.9,2025-02-16 08:28:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Wallet Y,Mendes,Oliveira,mobile,216.146.114.242,050108778150,0
T000188,C01436,C00221,342.96,2025-02-04 19:40:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,da Conceição,Ferreira do Galho,web,88.116.114.12,b25cc0a08ace,0
T000189,C00546,C01136,116.61,2025-03-22 23:03:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Freitas,Moura da Serra,web,76.244.16.96,43523354304f,0
T000190,C00244,C00025,6.34,2025-03-06 10:25:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Fernandes de da Paz,da Mota,caixa_eletronico,142.132.85.190,02129311904c,0
T000191,C00616,C01335,73.0,2025-01-25 17:13:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Castro,Correia,web,188.37.9.36,8c6ceac8e31e,0
T000192,C00526,C01464,211.38,2025-02-14 20:26:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Barbosa da Praia,Moura,web,222.164.135.155,f5c68e3a09b4,0
T000193,C00230,C00006,11.96,2025-02-13 00:14:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Lopes do Norte,Azevedo de Pires,web,92.60.26.232,6d0175ea59f7,0
T000194,C00264,C00066,643.85,2025-02-16 09:26:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco A,Lopes,Lopes,mobile,75.45.73.185,c25b7664c853,0
T000195,C00967,C01071,34.03,2025-03-16 03:30:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco A,Oliveira,Moraes,web,114.123.216.204,bc520700579f,0
T000196,FRAUD040,FRAUD044,679.0,2025-02-07 22:55:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Dias Grande,Dias Grande,web,192.168.1.9,d2d63bab1cf1,1
T000197,C00746,C01396,360.96,2025-01-22 19:06:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Moreira,Lopes,caixa_eletronico,187.223.124.81,cdf776b9d359,0
T000198,C00831,C00535,241.53,2025-03-04 06:41:00,DOC,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco Digital X,Pinto do Sul,Viana de Azevedo,web,140.246.221.245,58b92b66cc3e,0
T000199,C00456,C01197,49.97,2025-03-03 09:33:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,da Conceição da Praia,Correia,caixa_eletronico,232.78.96.75,72a954193bde,0
T000200,C00828,C00944,145.84,2025-02-02 09:40:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco Digital X,da Rocha,Freitas,web,111.225.130.47,8b9cde8f6ec2,0
T000201,C01375,C00410,25.92,2025-02-01 04:25:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco Digital X,Carvalho Paulista,da Cruz da Mata,web,172.83.194.42,0ccb9fc15f28,0
T000202,C00864,C00008,59.23,2025-02-19 18:09:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Melo,Ribeiro do Amparo,mobile,67.102.217.218,1f0bb074526a,0
T000203,C00597,C00788,1.02,2025-03-19 01:20:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Alves,Martins do Norte,web,200.182.145.42,97ddf6233298,0
T000204,C00555,C01078,306.27,2025-02-16 18:21:00,PIX,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Moura,Carvalho das Flores,web,214.224.159.152,d4e243b72915,0
T000205,C00188,C00856,238.08,2025-03-07 03:57:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,Ferreira Paulista,da Cunha de Silveira,web,112.127.110.49,55d934cca770,0
T000206,C00207,C00552,20.03,2025-03-16 09:23:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Cardoso,Melo de Rodrigues,caixa_eletronico,55.78.95.125,95acb5df5a52,0
T000207,C00934,C00137,8.42,2025-03-02 14:05:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Pires,Pinto do Norte,mobile,176.26.219.70,12fc83be0c15,0
T000208,C00101,C01346,200.49,2025-01-12 14:04:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco B,Porto da Mata,Cavalcanti,mobile,110.99.241.134,76bf2a1495c0,0
T000209,FRAUD058,FRAUD059,1102.87,2025-01-24 16:03:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Viana da Prata,Viana da Prata,web,192.168.1.12,87767d76f509,1
T000210,C00727,C01032,511.97,2025-01-01 15:44:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,Peixoto de Costela,Gonçalves do Norte,caixa_eletronico,192.56.97.170,3503ee31fabd,0
T000211,C00507,C01030,477.58,2025-03-26 04:40:00,PIX,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Mendes,Correia,mobile,229.72.235.80,84976dc178e1,0
T000212,C00257,C00343,799.32,2025-02-07 06:13:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco C,Moraes,Dias,caixa_eletronico,122.6.142.182,ae36885974fd,0
T000213,C01200,C01080,365.2,2025-02-16 19:55:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco Digital X,da Rosa,Silveira,caixa_eletronico,189.68.245.53,d8ba55d0319d,0
T000214,C00660,C00706,261.36,2025-03-04 05:31:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Farias,Ribeiro Grande,caixa_eletronico,127.141.44.32,9c6dd25012a5,0
T000215,C01026,C00679,237.15,2025-02-19 23:09:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Cardoso,Cavalcanti,mobile,159.66.97.41,f1b6f09085d0,0
T000216,C00510,C00067,627.53,2025-02-11 13:07:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,da Mata do Norte,Ferreira,web,139.203.63.15,7b04b37c23e8,0
T000217,C00800,C00265,764.84,2025-02-12 01:34:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Azevedo da Serra,Nascimento,caixa_eletronico,50.235.157.110,c805cd737ced,0
T000218,C00217,C01020,165.33,2025-01-19 01:57:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Alves de Minas,Peixoto do Sul,web,190.209.151.82,e10c20b491b1,0
T000219,C01065,C00304,183.11,2025-02-20 12:01:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,da Paz do Amparo,Ferreira,web,89.255.23.228,7b935d5dc44e,0
T000220,C00265,C00213,209.68,2025-01-04 22:46:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,da Rosa do Sul,da Cruz Paulista,web,225.202.0.33,55530f96dfe3,0
T000221,C00295,C01154,90.59,2025-03-29 11:59:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Souza,da Conceição de Minas,mobile,123.218.86.60,04090e5f09de,0
T000222,C00885,C01432,183.49,2025-03-12 13:39:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco C,da Conceição,Barros da Mata,caixa_eletronico,30.102.127.249,ca183374c906,0
T000223,C00605,C01081,783.39,2025-01-17 09:15:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,da Paz de Minas,Jesus,mobile,76.128.117.102,35b7b8ec2b6e,0
T000224,C00834,C01439,117.97,2025-01-15 21:35:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,da Cruz das Flores,Araújo,mobile,185.14.71.51,15d8bbb2733f,0
T000225,C01017,C00981,768.73,2025-01-28 12:42:00,PIX,Pessoa Física,Pessoa Física,Banco B,Banco C,Azevedo Verde,Moura,mobile,139.96.4.72,538ed500638b,0
T000226,C01388,C00370,55.74,2025-03-03 10:44:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco B,da Cruz do Galho,Duarte,mobile,118.58.15.147,19fdcbb284b9,0
T000227,C01022,C00109,521.97,2025-03-14 06:46:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Wallet Y,Teixeira Paulista,Cavalcanti,caixa_eletronico,249.121.85.90,922463b47b46,0
T000228,C01371,C00005,5.09,2025-01-26 15:40:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Campos do Amparo,Souza de Minas,caixa_eletronico,78.31.14.185,ff11b2f3fc56,0
T000229,C01009,C01170,159.46,2025-01-18 20:47:00,TED,Pessoa Física,Pessoa Física,Banco B,Banco B,Caldeira,Teixeira de da Mata,caixa_eletronico,31.48.206.144,c9ba8e73d7d3,0
T000230,C00838,C00103,97.57,2025-03-02 06:28:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Silva,Cavalcanti da Mata,mobile,44.58.173.107,685d3eb13f8d,0
T000231,C00325,C00323,208.45,2025-01-04 14:16:00,TED,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Lima,Mendes do Sul,caixa_eletronico,73.52.191.150,e51c9d5d2427,0
T000232,C01285,C00888,43.95,2025-02-09 11:51:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Wallet Y,Correia das Flores,Cardoso,caixa_eletronico,159.115.216.229,885ddb52fdaa,0
T000233,C00911,C00360,344.47,2025-01-29 00:54:00,BOLETO,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Freitas de Farias,Duarte,web,136.31.46.111,ebac14b41207,0
T000234,C00786,C00958,531.62,2025-03-23 03:08:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,Correia de Moraes,Gomes,caixa_eletronico,15.200.55.163,164eed02a1e0,0
T000235,C00536,C00055,2.35,2025-02-12 02:19:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,da Mata,Barros,mobile,229.104.200.243,18b04fcdf1e9,0
T000236,C00587,C00945,126.62,2025-02-04 17:57:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco C,da Rosa de Goiás,Castro,web,147.246.117.176,1f519880eac8,0
T000237,C00780,C01470,178.38,2025-02-05 19:20:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Lopes do Amparo,Melo das Flores,caixa_eletronico,242.240.111.2,27e045e57640,0
T000238,C00927,C01409,59.55,2025-03-10 01:29:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Caldeira,da Luz Verde,web,95.58.81.167,51b44610a75b,0
T000239,FRAUD122,FRAUD124,658.38,2025-03-01 15:09:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Rocha,Rocha,web,192.168.1.25,b5cadc6e3b19,1
T000240,C01300,C00751,767.29,2025-02-27 07:34:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Alves,Nunes,mobile,190.141.225.182,6ecb4f3c3744,0
T000241,C00310,C00947,101.77,2025-03-19 18:22:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Cardoso,Moraes,web,18.40.249.176,db8c84dfd2db,0
T000242,C00247,C00062,34.47,2025-03-18 10:25:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco Digital X,Martins,Pires Verde,web,145.156.173.105,cef63e72da73,0
T000243,C01342,C00154,2.77,2025-01-17 02:58:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,Barros,Barros dos Dourados,web,231.161.77.225,3b8ece892144,0
T000244,C00835,C01362,332.68,2025-02-16 18:37:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco A,Martins de Rocha,Fernandes,web,117.164.162.177,500ccf4ac5a1,0
T000245,C00716,C00223,50.43,2025-01-08 01:15:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco A,Dias,Moraes de Fernandes,mobile,62.166.190.212,647cdf9226e9,0
T000246,C01207,C01170,52.68,2025-03-15 17:29:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Campos de Minas,Jesus,caixa_eletronico,84.134.76.168,097171e996b9,0
T000247,C00027,C01232,9.73,2025-03-13 05:53:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco B,Santos,Costela de Minas,caixa_eletronico,100.68.178.183,e3a266eb4ed4,0
T000248,C00980,C00958,607.5,2025-02-11 16:50:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,da Rosa,da Rocha do Oeste,caixa_eletronico,138.232.78.156,5fd2ada74ff0,0
T000249,C00562,C00534,716.12,2025-03-16 11:48:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Farias da Mata,Pinto do Campo,caixa_eletronico,37.127.61.79,7209d96d8c8a,0
T000250,C01448,C00618,634.08,2025-01-18 00:13:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,Silveira,Duarte de Cardoso,mobile,98.105.214.81,dcae65c64aa7,0
T000251,C00807,C01430,167.02,2025-01-28 03:14:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Banco C,Monteiro do Norte,Caldeira de Souza,mobile,171.172.201.205,295a6446d672,0
T000252,C00653,C00246,25.59,2025-01-02 09:09:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,da Luz de Goiás,Mendes da Serra,web,244.1.253.105,0b9654513a50,0
T000253,C01367,C01464,197.8,2025-03-13 05:55:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco A,Nunes de Goiás,das Neves Grande,caixa_eletronico,220.166.240.151,6c6d6bb579c4,0
T000254,C01147,C00013,78.3,2025-01-11 12:50:00,TED,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Rodrigues,Gonçalves,mobile,231.62.235.29,b66739bc0208,0
T000255,C01167,C00591,30.9,2025-01-28 22:07:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Peixoto de Minas,Ribeiro da Prata,web,135.234.193.80,5d5aeefc2935,0
T000256,C00261,C00302,1085.48,2025-02-10 01:21:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco Digital X,Wallet Y,Fogaça do Campo,Lima,mobile,255.172.131.37,d329fec30cf3,0
T000257,C00683,C00726,186.43,2025-02-15 21:52:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Barros das Flores,Peixoto da Praia,mobile,57.189.58.171,e06e539aba22,0
T000258,C00888,C01261,100.74,2025-03-04 20:51:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Oliveira,Rezende,mobile,160.205.117.37,400e67c6eb5a,0
T000259,FRAUD121,FRAUD120,1094.29,2025-01-14 01:00:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Ramos,Ramos,mobile,192.168.1.25,b5cadc6e3b19,1
T000260,C00264,C00656,393.83,2025-02-12 09:11:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,Silveira,Vieira,web,219.169.74.44,c25b7664c853,0
T000261,C00791,C00775,251.71,2025-03-27 06:07:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco B,Castro da Serra,da Rosa Alegre,caixa_eletronico,63.27.13.249,6c13e130e872,0
